Product Name,brand,Image URL,Price,mst,desc,hex,product_type,product,imgSrc,price
Elle 18 Kajal,Elle 18,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue187/elle41.jpg,,Rich,Beautiful elle 18 kajal for a flawless finish,#f8c9ca,Makeup,Elle 18 Kajal,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue187/elle41.jpg,
Elle 18 Water Resistant Black Out Kajal,Elle 18,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue187/elle51.jpg,,Light,Beautiful elle 18 water resistant black out kajal for a flawless finish,#b1682e,Makeup,Elle 18 Water Resistant Black Out Kajal,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue187/elle51.jpg,
Elle 18 Nail Pops Nail Polish,Elle 18,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue187/elle61.jpg,,Rich,Beautiful elle 18 nail pops nail polish for a flawless finish,#3d508b,Makeup,Elle 18 Nail Pops Nail Polish,https://www.nykaa.com/beauty-blog/wp-content/uploads/images/issue187/elle61.jpg,
Lakmé Rouge Bloom Powder Matte Lipstick - Cocoa Carnation 204,Lakme,"https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/4/4/44cbc46LAKME00001977_1.jpg",999.0,Deep,Beautiful lakmé rouge bloom powder matte lipstick - cocoa carnation 204 for a flawless finish,#ecb104,Lipstick,Lakmé Rouge Bloom Powder Matte Lipstick - Cocoa Carnation 204,"https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/4/4/44cbc46LAKME00001977_1.jpg",999.0
Lakmé Rouge Bloom Matte Liquid Lipstick - Blushing Bae 204,Lakme,"https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/c/6/c6842fa29964_H-8909106016316.jpg",1199.0,Medium,Beautiful lakmé rouge bloom matte liquid lipstick - blushing bae 204 for a flawless finish,#11881c,Lipstick,Lakmé Rouge Bloom Matte Liquid Lipstick - Blushing Bae 204,"https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/c/6/c6842fa29964_H-8909106016316.jpg",1199.0
Lakmé Rouge Bloom Setting Powder - Neutral Nude,Lakme,"https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/c/6/c6842fa29978_H-8909106016118.jpg",899.0,Medium,Beautiful lakmé rouge bloom setting powder - neutral nude for a flawless finish,#0c5b3a,Powder,Lakmé Rouge Bloom Setting Powder - Neutral Nude,"https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/c/6/c6842fa29978_H-8909106016118.jpg",899.0
Lakmé Rouge Bloom Powder Blush - Pink Blossom,Lakme,"https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/c/6/c6842fa29977_H-8909106016095.jpg",899.0,Light,Beautiful lakmé rouge bloom powder blush - pink blossom for a flawless finish,#813ab3,Blush,Lakmé Rouge Bloom Powder Blush - Pink Blossom,"https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/c/6/c6842fa29977_H-8909106016095.jpg",899.0
Lakmé Rouge Bloom Eyeshadow Pro-Palette,Lakme,"https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/c/6/c6842fa29949_H-8909106016606.jpg",1799.0,Rich,Beautiful lakmé rouge bloom eyeshadow pro-palette for a flawless finish,#591ba3,Eyeshadow,Lakmé Rouge Bloom Eyeshadow Pro-Palette,"https://images-static.nykaa.com/media/catalog/product/tr:h-200,w-200,cm-pad_resize/c/6/c6842fa29949_H-8909106016606.jpg",1799.0
Colorbar On The Go Makeup Remover Wipes,Colorbar,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/0/f0989e88904052414384_new_1.jpg",250.0,Light,Beautiful colorbar on the go makeup remover wipes for a flawless finish,#f9fbb7,Makeup,Colorbar On The Go Makeup Remover Wipes,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/0/f0989e88904052414384_new_1.jpg",250.0
L'Oreal Paris Dermo Expertise Lip and Eye Makeup Remover,L'Oreal,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/4/a4bed56LP_8991380233053_1.jpg",499.0,Deep,Beautiful l'oreal paris dermo expertise lip and eye makeup remover for a flawless finish,#7c73c8,Lipstick,L'Oreal Paris Dermo Expertise Lip and Eye Makeup Remover,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/4/a4bed56LP_8991380233053_1.jpg",499.0
Colorbar On The Go Makeup Remover Wipes,Colorbar,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/9/8904052426080.png",95.0,Rich,Beautiful colorbar on the go makeup remover wipes for a flawless finish,#bfa78a,Makeup,Colorbar On The Go Makeup Remover Wipes,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/9/8904052426080.png",95.0
"Swiss Image Double Action Eye Makeup Remover, Waterproof & Stubborn for All Skin Type",Swiss Image,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/6/1600f887640140383279_1.jpg",849.0,Medium,"Beautiful swiss image double action eye makeup remover, waterproof & stubborn for all skin type for a flawless finish",#2b25be,Makeup,"Swiss Image Double Action Eye Makeup Remover, Waterproof & Stubborn for All Skin Type","https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/6/1600f887640140383279_1.jpg",849.0
"Maybelline New York Biphase Eye + Lip Makeup Remover for Waterproof Makeup, Fragrance-Free, 40ml",Maybelline,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/3/a398c608992304009341-newadd_1.jpg",150.0,Deep,"Beautiful maybelline new york biphase eye + lip makeup remover for waterproof makeup, fragrance-free, 40ml for a flawless finish",#a84327,Lipstick,"Maybelline New York Biphase Eye + Lip Makeup Remover for Waterproof Makeup, Fragrance-Free, 40ml","https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/3/a398c608992304009341-newadd_1.jpg",150.0
Nykaa Makeup Remover Wipes,Nykaa,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/7/f/7f073f68904245712655_1.jpg",299.0,Rich,Beautiful nykaa makeup remover wipes for a flawless finish,#5b9068,Makeup,Nykaa Makeup Remover Wipes,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/7/f/7f073f68904245712655_1.jpg",299.0
"Nat Habit 100% Pure Cold Pressed Castor Oil For Hair Growth, Eyelash, Eyebrows & Skin Moisturizer",Nat Habit,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/d/9dee51cNATHA00000104_1.jpg",447.0,Medium,"Beautiful nat habit 100% pure cold pressed castor oil for hair growth, eyelash, eyebrows & skin moisturizer for a flawless finish",#426f30,Mascara,"Nat Habit 100% Pure Cold Pressed Castor Oil For Hair Growth, Eyelash, Eyebrows & Skin Moisturizer","https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/d/9dee51cNATHA00000104_1.jpg",447.0
"Bella Cotton Pads, 100% Cotton, Double Sided, Makeup Removal, Nail Polish Removal - Pack of 1",Bella,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/7/3/73afca2BELAA00000011ab_1.png",189.0,Deep,"Beautiful bella cotton pads, 100% cotton, double sided, makeup removal, nail polish removal - pack of 1 for a flawless finish",#6729e2,Makeup,"Bella Cotton Pads, 100% Cotton, Double Sided, Makeup Removal, Nail Polish Removal - Pack of 1","https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/7/3/73afca2BELAA00000011ab_1.png",189.0
M.A.C Gently Off Eye and Lip Makeup Remover,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/0/90cb29a773602102815_rv__1.jpg",2850.0,Deep,Beautiful m.a.c gently off eye and lip makeup remover for a flawless finish,#d42d04,Lipstick,M.A.C Gently Off Eye and Lip Makeup Remover,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/0/90cb29a773602102815_rv__1.jpg",2850.0
Biotique Bio Almond Oil Deep Cleanse Purifying Cleansing Oil Face & Eye Makeup remover,Biotique,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/9/a987c078906009451046_1.jpeg",210.0,Light,Beautiful biotique bio almond oil deep cleanse purifying cleansing oil face & eye makeup remover for a flawless finish,#b67943,Makeup,Biotique Bio Almond Oil Deep Cleanse Purifying Cleansing Oil Face & Eye Makeup remover,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/9/a987c078906009451046_1.jpeg",210.0
"Bella Cotton Pads,100% Cotton, Double Sided, Skin Cleaning (Eye, Face), Nail Polish Removal",Bella,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/7/3/73afca25900516400033ab_1.png",149.0,Medium,"Beautiful bella cotton pads,100% cotton, double sided, skin cleaning (eye, face), nail polish removal for a flawless finish",#4a6147,Makeup,"Bella Cotton Pads,100% Cotton, Double Sided, Skin Cleaning (Eye, Face), Nail Polish Removal","https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/7/3/73afca25900516400033ab_1.png",149.0
FYOLI Reusable Makeup Remover Pad For Face & Eye Makeup - Large,FYOLI,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/2/82c5e58FYOLI00000023.jpg",120.0,Light,Beautiful fyoli reusable makeup remover pad for face & eye makeup - large for a flawless finish,#54f62d,Makeup,FYOLI Reusable Makeup Remover Pad For Face & Eye Makeup - Large,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/2/82c5e58FYOLI00000023.jpg",120.0
Bronson Professional Reusable Makeup Remover Cleansing Pads-Mix Colours,Bronson,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/e/ee6d15fBRONS00000048-new_1.jpg",290.0,Medium,Beautiful bronson professional reusable makeup remover cleansing pads-mix colours for a flawless finish,#9fd9a2,Makeup,Bronson Professional Reusable Makeup Remover Cleansing Pads-Mix Colours,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/e/ee6d15fBRONS00000048-new_1.jpg",290.0
"Bella Cotton Pads With Aloe vera Extracts, 100% Cotton, Makeup Removal, Nail Polish Removal",Bella,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/7/3/73afca25900516401832ab_1.png",179.0,Deep,"Beautiful bella cotton pads with aloe vera extracts, 100% cotton, makeup removal, nail polish removal for a flawless finish",#9fcc19,Makeup,"Bella Cotton Pads With Aloe vera Extracts, 100% Cotton, Makeup Removal, Nail Polish Removal","https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/7/3/73afca25900516401832ab_1.png",179.0
ETUDE HOUSE Lip And Eye Makeup Remover,ETUDE HOUSE,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/4/f/4fb9aad8809820685419_1.jpg",450.0,Deep,Beautiful etude house lip and eye makeup remover for a flawless finish,#5ccfa7,Lipstick,ETUDE HOUSE Lip And Eye Makeup Remover,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/4/f/4fb9aad8809820685419_1.jpg",450.0
Praush Beauty Silk Blur Moisturizing Primer,Praush,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-1-1.jpg,,Light,Beautiful praush beauty silk blur moisturizing primer for a flawless finish,#50f4ec,Makeup,Praush Beauty Silk Blur Moisturizing Primer,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-1-1.jpg,
Quench Bravocado Moisturizing Primer,Quench,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-2-1.jpg,,Deep,Beautiful quench bravocado moisturizing primer for a flawless finish,#0d5560,Makeup,Quench Bravocado Moisturizing Primer,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-2-1.jpg,
Pixi +Rose Radiance Perfector,Pixi,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/06/pixi.jpg,,Rich,Beautiful pixi +rose radiance perfector for a flawless finish,#733f36,Makeup,Pixi +Rose Radiance Perfector,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/06/pixi.jpg,
Kay Beauty Illuminating Primer Drops,Kay Beauty,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-4-1.jpg,,Rich,Beautiful kay beauty illuminating primer drops for a flawless finish,#ddd918,Makeup,Kay Beauty Illuminating Primer Drops,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-4-1.jpg,
Bobbi Brown Face Base,Bobbi Brown,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-5.jpg,,Medium,Beautiful bobbi brown face base for a flawless finish,#e46c81,Foundation,Bobbi Brown Face Base,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-5.jpg,
Paese Cosmetics Illuminating Make-up Base,Paese Cosmetics,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-6.jpg,,Light,Beautiful paese cosmetics illuminating make-up base for a flawless finish,#f63667,Foundation,Paese Cosmetics Illuminating Make-up Base,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-6.jpg,
Smashbox Photo Finish PRIMERIZER+ Hydrating Primer,Smashbox,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-7.jpg,,Deep,Beautiful smashbox photo finish primerizer+ hydrating primer for a flawless finish,#bcac3e,Makeup,Smashbox Photo Finish PRIMERIZER+ Hydrating Primer,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-7.jpg,
Clinique Even Better Light Reflecting Primer,Clinique,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-8.jpg,,Medium,Beautiful clinique even better light reflecting primer for a flawless finish,#b63ef8,Makeup,Clinique Even Better Light Reflecting Primer,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-8.jpg,
Insight Cosmetics Prime ‘N Perfect Hydrating Primer,Insight Cosmetics,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-9.jpg,,Light,Beautiful insight cosmetics prime ‘n perfect hydrating primer for a flawless finish,#b64fcb,Makeup,Insight Cosmetics Prime ‘N Perfect Hydrating Primer,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-9.jpg,
M.A.C Prep + Prime Natural Radiance Base Lumière,M.A.C,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-10.jpg,,Deep,Beautiful m.a.c prep + prime natural radiance base lumière for a flawless finish,#9398e8,Foundation,M.A.C Prep + Prime Natural Radiance Base Lumière,https://images-static.naikaa.com/beauty-blog/wp-content/uploads/2024/01/primers-10.jpg,
Too Faced Born This Way Natural Finish Longwear Liquid Foundation,Too Faced,https://media.ulta.com/i/ulta/2290019?w=400&$ProductCardNeutralBGLight$&fmt=auto,47.0,Rich,Beautiful too faced born this way natural finish longwear liquid foundation for a flawless finish,#b8b8a9,Foundation,Too Faced Born This Way Natural Finish Longwear Liquid Foundation,https://media.ulta.com/i/ulta/2290019?w=400&$ProductCardNeutralBGLight$&fmt=auto,47.0
Lancôme Teint Idole Ultra Wear 24H Full Coverage Foundation,Lancôme,https://media.ulta.com/i/ulta/2608122?w=400&$ProductCardNeutralBGLight$&fmt=auto,53.0,Light,Beautiful lancôme teint idole ultra wear 24h full coverage foundation for a flawless finish,#3c88a4,Foundation,Lancôme Teint Idole Ultra Wear 24H Full Coverage Foundation,https://media.ulta.com/i/ulta/2608122?w=400&$ProductCardNeutralBGLight$&fmt=auto,53.0
"Benefit Cosmetics Precisely, My Brow Pencil Waterproof Eyebrow Definer",Benefit Cosmetics,https://media.ulta.com/i/ulta/2529928?w=400&$ProductCardNeutralBGLight$&fmt=auto,27.0,Deep,"Beautiful benefit cosmetics precisely, my brow pencil waterproof eyebrow definer for a flawless finish",#f5441a,Makeup,"Benefit Cosmetics Precisely, My Brow Pencil Waterproof Eyebrow Definer",https://media.ulta.com/i/ulta/2529928?w=400&$ProductCardNeutralBGLight$&fmt=auto,27.0
IT Cosmetics CC+ Cream with SPF 50+,IT Cosmetics,https://media.ulta.com/i/ulta/2533844?w=400&$ProductCardNeutralBGLight$&fmt=auto,47.0,Light,Beautiful it cosmetics cc+ cream with spf 50+ for a flawless finish,#84616b,Makeup,IT Cosmetics CC+ Cream with SPF 50+,https://media.ulta.com/i/ulta/2533844?w=400&$ProductCardNeutralBGLight$&fmt=auto,47.0
NARS Light Reflecting Advanced Skincare Foundation,NARS,https://media.ulta.com/i/ulta/2591117?w=400&$ProductCardNeutralBGLight$&fmt=auto,54.0,Light,Beautiful nars light reflecting advanced skincare foundation for a flawless finish,#fda3f3,Foundation,NARS Light Reflecting Advanced Skincare Foundation,https://media.ulta.com/i/ulta/2591117?w=400&$ProductCardNeutralBGLight$&fmt=auto,54.0
Anastasia Beverly Hills Brow Wiz Precision Eyebrow Pencil,Anastasia Beverly Hills,https://media.ulta.com/i/ulta/2162560?w=400&$ProductCardNeutralBGLight$&fmt=auto,25.0,Light,Beautiful anastasia beverly hills brow wiz precision eyebrow pencil for a flawless finish,#66d2c2,Makeup,Anastasia Beverly Hills Brow Wiz Precision Eyebrow Pencil,https://media.ulta.com/i/ulta/2162560?w=400&$ProductCardNeutralBGLight$&fmt=auto,25.0
MAC Studio Fix Fluid SPF15 24HR Matte Foundation + Oil Control,MAC,https://media.ulta.com/i/ulta/2622203?w=400&$ProductCardNeutralBGLight$&fmt=auto,39.0,Medium,Beautiful mac studio fix fluid spf15 24hr matte foundation + oil control for a flawless finish,#345c52,Foundation,MAC Studio Fix Fluid SPF15 24HR Matte Foundation + Oil Control,https://media.ulta.com/i/ulta/2622203?w=400&$ProductCardNeutralBGLight$&fmt=auto,39.0
FENTY BEAUTY by Rihanna Pro Filt'r Soft Matte Longwear Liquid Foundation,FENTY BEAUTY by Rihanna,https://media.ulta.com/i/ulta/2592530?w=400&$ProductCardNeutralBGLight$&fmt=auto,40.0,Deep,Beautiful fenty beauty by rihanna pro filt'r soft matte longwear liquid foundation for a flawless finish,#ece44d,Foundation,FENTY BEAUTY by Rihanna Pro Filt'r Soft Matte Longwear Liquid Foundation,https://media.ulta.com/i/ulta/2592530?w=400&$ProductCardNeutralBGLight$&fmt=auto,40.0
Benefit Cosmetics BADgal BANG! Volumizing Mascara,Benefit Cosmetics,https://media.ulta.com/i/ulta/2522828?w=400&$ProductCardNeutralBGLight$&fmt=auto,20.3,Rich,Beautiful benefit cosmetics badgal bang! volumizing mascara for a flawless finish,#615b69,Mascara,Benefit Cosmetics BADgal BANG! Volumizing Mascara,https://media.ulta.com/i/ulta/2522828?w=400&$ProductCardNeutralBGLight$&fmt=auto,20.3
NYX Professional Makeup Micro Brow Pencil Vegan Eyebrow Pencil,NYX Professional Makeup,https://media.ulta.com/i/ulta/2284055?w=400&$ProductCardNeutralBGLight$&fmt=auto,11.0,Medium,Beautiful nyx professional makeup micro brow pencil vegan eyebrow pencil for a flawless finish,#40f7c1,Makeup,NYX Professional Makeup Micro Brow Pencil Vegan Eyebrow Pencil,https://media.ulta.com/i/ulta/2284055?w=400&$ProductCardNeutralBGLight$&fmt=auto,11.0
KYLIE COSMETICS Lip Butter,KYLIE COSMETICS,https://media.ulta.com/i/ulta/2633111?w=400&$ProductCardNeutralBGLight$&fmt=auto,20.0,Light,Beautiful kylie cosmetics lip butter for a flawless finish,#109204,Lipstick,KYLIE COSMETICS Lip Butter,https://media.ulta.com/i/ulta/2633111?w=400&$ProductCardNeutralBGLight$&fmt=auto,20.0
Kiss Falscara Studio Lash Extension Kit,Kiss,https://media.ulta.com/i/ulta/2633724?w=400&$ProductCardNeutralBGLight$&fmt=auto,21.69,Rich,Beautiful kiss falscara studio lash extension kit for a flawless finish,#0d4bab,Mascara,Kiss Falscara Studio Lash Extension Kit,https://media.ulta.com/i/ulta/2633724?w=400&$ProductCardNeutralBGLight$&fmt=auto,21.69
MAC M·A·Cximal Sleek Satin Lipstick,MAC,https://media.ulta.com/i/ulta/2635483?w=400&$ProductCardNeutralBGLight$&fmt=auto,25.0,Rich,Beautiful mac m·a·cximal sleek satin lipstick for a flawless finish,#94d576,Lipstick,MAC M·A·Cximal Sleek Satin Lipstick,https://media.ulta.com/i/ulta/2635483?w=400&$ProductCardNeutralBGLight$&fmt=auto,25.0
bareMinerals Mini COMPLEXION RESCUE Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,bareMinerals,https://media.ulta.com/i/ulta/2632802?w=400&$ProductCardNeutralBGLight$&fmt=auto,23.0,Rich,Beautiful bareminerals mini complexion rescue tinted moisturizer with hyaluronic acid and mineral spf 30 for a flawless finish,#d78f22,Makeup,bareMinerals Mini COMPLEXION RESCUE Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://media.ulta.com/i/ulta/2632802?w=400&$ProductCardNeutralBGLight$&fmt=auto,23.0
ColourPop Fresh Kiss Glossy Lip Balm,ColourPop,https://media.ulta.com/i/ulta/2633272?w=400&$ProductCardNeutralBGLight$&fmt=auto,10.0,Medium,Beautiful colourpop fresh kiss glossy lip balm for a flawless finish,#554915,Lipstick,ColourPop Fresh Kiss Glossy Lip Balm,https://media.ulta.com/i/ulta/2633272?w=400&$ProductCardNeutralBGLight$&fmt=auto,10.0
e.l.f. Cosmetics Fine As Fleck Glitter Eyeshadow,e.l.f. Cosmetics,https://media.ulta.com/i/ulta/2632579?w=400&$ProductCardNeutralBGLight$&fmt=auto,6.0,Light,Beautiful e.l.f. cosmetics fine as fleck glitter eyeshadow for a flawless finish,#aa4001,Eyeshadow,e.l.f. Cosmetics Fine As Fleck Glitter Eyeshadow,https://media.ulta.com/i/ulta/2632579?w=400&$ProductCardNeutralBGLight$&fmt=auto,6.0
bareMinerals COMPLEXION RESCUE Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,bareMinerals,https://media.ulta.com/i/ulta/2633109?w=400&$ProductCardNeutralBGLight$&fmt=auto,39.0,Light,Beautiful bareminerals complexion rescue tinted moisturizer with hyaluronic acid and mineral spf 30 for a flawless finish,#64b615,Makeup,bareMinerals COMPLEXION RESCUE Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://media.ulta.com/i/ulta/2633109?w=400&$ProductCardNeutralBGLight$&fmt=auto,39.0
Supergoop! Unseen Sunscreen SPF 50 Invisible Sun Protection for Face,Supergoop!,https://media.ulta.com/i/ulta/2632648?w=400&$ProductCardNeutralBGLight$&fmt=auto,,Medium,Beautiful supergoop! unseen sunscreen spf 50 invisible sun protection for face for a flawless finish,#095bc4,Makeup,Supergoop! Unseen Sunscreen SPF 50 Invisible Sun Protection for Face,https://media.ulta.com/i/ulta/2632648?w=400&$ProductCardNeutralBGLight$&fmt=auto,
OPI OPI’m Dreaming xPRESS/ON Collection,OPI,https://media.ulta.com/i/ulta/2633317?w=400&$ProductCardNeutralBGLight$&fmt=auto,,Rich,Beautiful opi opi’m dreaming xpress/on collection for a flawless finish,#60d66a,Makeup,OPI OPI’m Dreaming xPRESS/ON Collection,https://media.ulta.com/i/ulta/2633317?w=400&$ProductCardNeutralBGLight$&fmt=auto,
NARS Radiant Creamy Concealer,NARS,https://media.ulta.com/i/ulta/2504450?w=400&$ProductCardNeutralBGLight$&fmt=auto,32.0,Rich,Beautiful nars radiant creamy concealer for a flawless finish,#0ab776,Concealer,NARS Radiant Creamy Concealer,https://media.ulta.com/i/ulta/2504450?w=400&$ProductCardNeutralBGLight$&fmt=auto,32.0
Tarte Shape Tape Radiant Concealer,Tarte,https://media.ulta.com/i/ulta/2610327?w=400&$ProductCardNeutralBGLight$&fmt=auto,32.0,Light,Beautiful tarte shape tape radiant concealer for a flawless finish,#ddf097,Concealer,Tarte Shape Tape Radiant Concealer,https://media.ulta.com/i/ulta/2610327?w=400&$ProductCardNeutralBGLight$&fmt=auto,32.0
bareMinerals ORIGINAL Loose Talc-Free Mineral Powder Foundation SPF 15,bareMinerals,https://media.ulta.com/i/ulta/2093947?w=400&$ProductCardNeutralBGLight$&fmt=auto,39.0,Rich,Beautiful bareminerals original loose talc-free mineral powder foundation spf 15 for a flawless finish,#903507,Foundation,bareMinerals ORIGINAL Loose Talc-Free Mineral Powder Foundation SPF 15,https://media.ulta.com/i/ulta/2093947?w=400&$ProductCardNeutralBGLight$&fmt=auto,39.0
IT Cosmetics CC+ Nude Glow Lightweight Foundation + Glow Serum with SPF 40,IT Cosmetics,https://media.ulta.com/i/ulta/2594104?w=400&$ProductCardNeutralBGLight$&fmt=auto,47.0,Medium,Beautiful it cosmetics cc+ nude glow lightweight foundation + glow serum with spf 40 for a flawless finish,#96a227,Foundation,IT Cosmetics CC+ Nude Glow Lightweight Foundation + Glow Serum with SPF 40,https://media.ulta.com/i/ulta/2594104?w=400&$ProductCardNeutralBGLight$&fmt=auto,47.0
e.l.f. Cosmetics Halo Glow Liquid Filter,e.l.f. Cosmetics,https://media.ulta.com/i/ulta/2604923?w=400&$ProductCardNeutralBGLight$&fmt=auto,14.0,Medium,Beautiful e.l.f. cosmetics halo glow liquid filter for a flawless finish,#8e18b1,Makeup,e.l.f. Cosmetics Halo Glow Liquid Filter,https://media.ulta.com/i/ulta/2604923?w=400&$ProductCardNeutralBGLight$&fmt=auto,14.0
FENTY BEAUTY by Rihanna Gloss Bomb Universal Lip Luminizer,FENTY BEAUTY by Rihanna,https://media.ulta.com/i/ulta/2592394?w=400&$ProductCardNeutralBGLight$&fmt=auto,21.0,Rich,Beautiful fenty beauty by rihanna gloss bomb universal lip luminizer for a flawless finish,#81b045,Lipstick,FENTY BEAUTY by Rihanna Gloss Bomb Universal Lip Luminizer,https://media.ulta.com/i/ulta/2592394?w=400&$ProductCardNeutralBGLight$&fmt=auto,21.0
Sacheu Peel Off Lip Liner STAY-N,Sacheu,https://media.ulta.com/i/ulta/2609006?w=400&$ProductCardNeutralBGLight$&fmt=auto,12.0,Rich,Beautiful sacheu peel off lip liner stay-n for a flawless finish,#7a024d,Lipstick,Sacheu Peel Off Lip Liner STAY-N,https://media.ulta.com/i/ulta/2609006?w=400&$ProductCardNeutralBGLight$&fmt=auto,12.0
NARS Natural Radiant Longwear Foundation,NARS,https://media.ulta.com/i/ulta/2523154?w=400&$ProductCardNeutralBGLight$&fmt=auto,54.0,Light,Beautiful nars natural radiant longwear foundation for a flawless finish,#27ae4a,Foundation,NARS Natural Radiant Longwear Foundation,https://media.ulta.com/i/ulta/2523154?w=400&$ProductCardNeutralBGLight$&fmt=auto,54.0
MAC M·A·Cximal Silky Matte Lipstick,MAC,https://media.ulta.com/i/ulta/2635488?w=400&$ProductCardNeutralBGLight$&fmt=auto,25.0,Deep,Beautiful mac m·a·cximal silky matte lipstick for a flawless finish,#660429,Lipstick,MAC M·A·Cximal Silky Matte Lipstick,https://media.ulta.com/i/ulta/2635488?w=400&$ProductCardNeutralBGLight$&fmt=auto,25.0
