,Unnamed: 0,id,gender,masterCategory,subCategory,Brand,baseColour,season,year,usage,Product Name,Image URL
8280,16515,18888,Women,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Arrow Woman Sylvia Purple Shirt,http://assets.myntassets.com/v1/images/style/properties/5b82a50ac68fcc44149cf83e0731b0fb_images.jpg
8281,16516,2837,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Mr.Men Maroon T-shirt,http://assets.myntassets.com/v1/images/style/properties/MrMen-MrPerfect-Red-T-shirt_1635b3b7421d54ec9bec5cb4e75348f8_images.jpg
8282,16517,28621,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Sports,Nike Men Orange T-shirt,http://assets.myntassets.com/v1/images/style/properties/188bcddd086040dfffee143ae3684860_images.jpg
8283,16519,16912,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Mr. Men Men Printed Green Tshirt,http://assets.myntassets.com/v1/images/style/properties/736f36224d164058691352c75104638f_images.jpg
8284,16524,6236,Women,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Lee Women's Norah Saffron T-shirt,http://assets.myntassets.com/v1/images/style/properties/e3971b36dd720fc7814545b40804e584_images.jpg
8285,16525,12313,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Genesis Men Stripes Purple Shirts,http://assets.myntassets.com/v1/images/style/properties/8fc6e313008920b698610a137937c2d0_images.jpg
8286,16529,10444,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Flying Machine Men Ydc Aqua Green Shirts,http://assets.myntassets.com/v1/images/style/properties/b18946f721bd8662a3dc655baaae283a_images.jpg
8287,16530,11596,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2011.0,Ethnic,W Women Printed Navy Blue Kurtas,http://assets.myntassets.com/v1/images/style/properties/b99fc2df298facb5e9ffcd0dd91f86a9_images.jpg
8288,16532,10676,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Casual,Doodle Girl Bubbles Red Tops,http://assets.myntassets.com/v1/images/style/properties/8ced3fb6321a264672ad3d588e509f07_images.jpg
8289,16533,4753,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Sports,ADIDAS Men's Light Brown Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/0c4ad8722702a0cb2056a161e5b330c2_images.jpg
8290,16535,6004,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Highlander Men Blue Bold Green Checked Shirt,http://assets.myntassets.com/v1/images/style/properties/95548535d43882f3326bc134a383979f_images.jpg
8291,16536,23666,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Spykar Men Red Check Shirt,http://assets.myntassets.com/v1/images/style/properties/04fdcbdebe68589f856128cc085ae0b1_images.jpg
8292,16537,9870,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Status Quo Men Stripes Pink Tshirts,http://assets.myntassets.com/v1/images/style/properties/4529fe79c43346c70dfa077816a8ada4_images.jpg
8293,16538,42651,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Alma Women Blue Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/26af20bb09f68ea8e79dbbc44130ff5e_images.jpg
8294,16539,12121,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aurelia Women Printed Green Kurtas,http://assets.myntassets.com/v1/images/style/properties/Aurelia-Women-Printed-Green-Kurtas_cd3ba9c78035df5c6821427eb1e97f3c_images.jpg
8295,16543,24027,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Locomotive Men Printed Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/c8c5a64113fa48126a645d91b02e016b_images.jpg
8296,16544,18843,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Puma Men Graphic Print Red Tshirt,http://assets.myntassets.com/v1/images/style/properties/02f7dc0ae02f110ab8e9420ac8b38bda_images.jpg
8297,16545,23202,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,Highlander Men Brown Check Shirt,http://assets.myntassets.com/v1/images/style/properties/c4d409cb236d2c5eec2cbbaa45b20d9e_images.jpg
8298,16547,13497,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Chimp Men Rajni Blue Tshirts,http://assets.myntassets.com/v1/images/style/properties/6de8b5af2650e58210903815791386e1_images.jpg
8299,16554,3320,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,KKR Mens Take Down Jersey,http://assets.myntassets.com/v1/images/style/properties/3a791d357f0e7f0975e4e12b4f6a5169_images.jpg
8300,16555,39798,Men,Apparel,Topwear,Shirts,Blue,Spring,2013.0,Formal,Peter England Men Blue Formal Shirt,http://assets.myntassets.com/v1/images/style/properties/3491b49f362f65120fdf952dff51d2a5_images.jpg
8301,16556,4939,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Karnel Jeans Kidswear,http://assets.myntassets.com/v1/images/style/properties/2f6ea62718d24d7d01d102f5def518c9_images.jpg
8302,16560,11334,Men,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Navy Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/685af22edb171f75b8cf36d129151bf8_images.jpg
8303,16561,33064,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Check Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/52ba5fa35c87b31b63a373e4691356b2_images.jpg
8304,16562,40596,Women,Apparel,Topwear,Kurtis,Brown,Summer,2012.0,Ethnic,Aurelia Women Brown Kurtis,http://assets.myntassets.com/v1/images/style/properties/506a5ed3a1d7d969b3e101150026bca6_images.jpg
8305,16564,14646,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Probase Men Funky Music Maroon Tshirts,http://assets.myntassets.com/v1/images/style/properties/5d77067b030f0b725ec3cd2b6f6c9102_images.jpg
8306,16566,5211,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,DC Comics Men's Dist Light Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/57f83e55fdbbdd045a798385dcc8e158_images.jpg
8307,16568,22324,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,John Players Men Solid Green T-Shirt,http://assets.myntassets.com/v1/images/style/properties/922d88357af2d54ddd117a67fdc2c755_images.jpg
8308,16569,7546,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Sports,Nike Men's As Emb Sneaker T-Shirts,http://assets.myntassets.com/v1/images/style/properties/22fbc7d224f32273836999c28adcd27c_images.jpg
8309,16571,13463,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Check Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/52b652640b82aeac321eb4f8e0602d5f_images.jpg
8310,16572,43313,Women,Apparel,Topwear,Sweaters,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Sweater,http://assets.myntassets.com/v1/images/style/properties/6af31a88aad2d0f4930bfb0d0a69342c_images.jpg
8311,16577,16323,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Peter England Men Printed Green TShirt,http://assets.myntassets.com/v1/images/style/properties/c67b5af647c5dc946f3cb06b08a8f11d_images.jpg
8312,16579,12783,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,Mother Earth Women Aug Bagru Red Kurtas,http://assets.myntassets.com/v1/images/style/properties/4f38fafc82bdecb330a533b1955824c5_images.jpg
8313,16580,32384,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Arrow Woman Striped Red Top,http://assets.myntassets.com/v1/images/style/properties/c02034653861ba63cfa5afb1944e5e73_images.jpg
8314,16581,11106,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Indigo Nation Men Stripes Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/445724770f126f537ba020b48d9ca816_images.jpg
8315,16584,5023,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Levis Kids Boy's Chad Red Kidswear,http://assets.myntassets.com/v1/images/style/properties/d5801409b590610a632b2c27eb538078_images.jpg
8316,16586,7310,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,UCB Women's Short Sleeve Round Neck Pink Top,http://assets.myntassets.com/v1/images/style/properties/84bb073076c76af790dc075be3993558_images.jpg
8317,16588,34417,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Deadly Trek Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/63f7db5b1eaa0fa34de281e08a36cc22_images.jpg
8318,16590,28874,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,BIBA Women Printed Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/8f586a0fbc721d293c357be28d33b446_images.jpg
8319,16591,27000,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/5bd10fdcee4392865fd6d4c29d7d132f_images.jpg
8320,16592,13235,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Stripes Blue Tshirts,http://assets.myntassets.com/v1/images/style/properties/cf135571b11764827c141861a1b3651e_images.jpg
8321,16593,25757,Men,Apparel,Topwear,Suspenders,Red,Summer,2012.0,Formal,Lino Perros Men Red Suspenders,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Men-Red-Suspenders_4a697501c346fe9e7260aac33c862e87_images.jpg
8322,16594,11562,Women,Apparel,Topwear,Kurtas,Purple,Summer,2011.0,Ethnic,W Women Printed Purple Kurtas,http://assets.myntassets.com/v1/images/style/properties/84af40d5955f914b37c36392d02be0e6_images.jpg
8323,16596,14010,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Nike Men Printed Green Tshirts,http://assets.myntassets.com/v1/images/style/properties/01ace2be773539208eba45194df9650f_images.jpg
8324,16597,20225,Women,Apparel,Topwear,Sweaters,Red,Fall,2011.0,Casual,Wrangler Women Felt Red Sweater,http://assets.myntassets.com/v1/images/style/properties/42574357188fa6529c2f0927b0f70214_images.jpg
8325,16601,20017,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men Check Red Shirt,http://assets.myntassets.com/v1/images/style/properties/1e7cae023dee724901983b9a02006a9a_images.jpg
8326,16602,22740,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIBA Women Printed Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/92f57190f19b19b6e8726e277e1bae05_images.jpg
8327,16604,27232,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,Doodle Kids Girl Check Pink Shorts,http://assets.myntassets.com/v1/images/style/properties/6b7410f2938ce1c7f6e45dbcee1a8866_images.jpg
8328,16606,34279,Women,Apparel,Topwear,Dupatta,Orange,Summer,2012.0,Ethnic,Fabindia Women Kota Silk Tepchi Orange Dupatta,http://assets.myntassets.com/v1/images/style/properties/7f84a8cf22349780dd9ec4ffa7365116_images.jpg
8329,16607,16129,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,ADIDAS Men Blue Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/ead2830ab775838a481e992077457db1_images.jpg
8330,16611,44932,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jack & Jones Men Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/36759e7cb18f5a41b5ee09f026dd345b_images.jpg
8331,16612,1689,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,Reebok Men Blue Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/546a6c9b4a96b93652ca829a547a3de5_images.jpg
8332,16614,25905,Women,Apparel,Bottomwear,Leggings,Blue,Summer,2012.0,Casual,Femella Women Blue Skinny Leggings,http://assets.myntassets.com/v1/images/style/properties/e7c31e3eda71f789814277099a640a10_images.jpg
8333,16620,10488,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/b0c27d6d3cd3d1c00a377a43b430c329_images.jpg
8334,16628,29390,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Formal,Genesis Men Maroon Shirt,http://assets.myntassets.com/v1/images/style/properties/87bfca785bced63ad79d9a7692235766_images.jpg
8335,16630,13803,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Proline Blue Patterned Sleeveless Sweater,http://assets.myntassets.com/v1/images/style/properties/aade3246d621f99d0b48c024a168e9f3_images.jpg
8336,16631,7926,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Proline Men Navy Striped Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/2b4f417da64ebc0d18e030f5ae3a414e_images.jpg
8337,16632,8152,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Highlander Men Blue Checked Hagan Slim Fit Shirt,http://assets.myntassets.com/v1/images/style/properties/9b168d4e866a6151b130cc2c57895ecb_images.jpg
8338,16635,37098,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Wills Lifestyle Men Green Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/8f0bc6e394f111dc5e91ad49d1de762b_images.jpg
8339,16636,29156,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,United Colors of Benetton Men White Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/5e4f341e893960fbe9b04f0a96e64fbf_images.jpg
8340,16637,26922,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Jealous 21 Women Purple Top,http://assets.myntassets.com/v1/images/style/properties/74241f23fff3ca8d3cdd69ca38a81f16_images.jpg
8341,16638,30847,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Fabindia Women Printed Maroon Kurta,http://assets.myntassets.com/v1/images/style/properties/4b6cda5e0769542bed98fdbc6ceb189f_images.jpg
8342,16643,9246,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/cb6f5357fc005d10fa6ecbc49e896cd5_images.jpg
8343,16644,12119,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,Aurelia Women Solid Purple Kurtas,http://assets.myntassets.com/v1/images/style/properties/bcb84ec675ae8b7c14d20cc40590aff5_images.jpg
8344,16647,57189,Women,Apparel,Topwear,Tunics,Pink,Summer,2012.0,Casual,Elle Women Pink Tunic,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Pink-Tunic_41e31890217ea8ca9a608643f9ef14e7_images.jpg
8345,16648,38818,Women,Apparel,Topwear,Tops,Orange,Fall,2012.0,Casual,Latin Quarters Women Orange Top,http://assets.myntassets.com/v1/images/style/properties/bf8f238637d1cf51497204023e2662f7_images.jpg
8346,16650,29700,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Check Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/acecd5b580027290557bb3c92466e886_images.jpg
8347,16651,19195,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men Check Red Shirt,http://assets.myntassets.com/v1/images/style/properties/ea0840e0464ab638a3dd3d5f14843960_images.jpg
8348,16652,4901,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Levis Kids Girl's Desiree Pink Kidswear,http://assets.myntassets.com/v1/images/style/properties/89435fce339863c76b201ab3348955a8_images.jpg
8349,16657,18275,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Aneri Women Preet Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/187c683a7c420ff094d96793cae1908d_images.jpg
8350,16659,9622,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Indigo Nation Men Stripes Red Grey Shirts,http://assets.myntassets.com/v1/images/style/properties/54069809418d3775b7f1445243ec15fd_images.jpg
8351,16663,11757,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,Lee Women Solid Purple Tops,http://assets.myntassets.com/v1/images/style/properties/cff7299ae0fb50e55928ad01258f910f_images.jpg
8352,16666,22747,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIBA Women Printed Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/9848f382609d4d572d0f54e4fec0ed19_images.jpg
8353,16668,9883,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Hot Stepper Purple Shirts,http://assets.myntassets.com/v1/images/style/properties/c10b3b07426803476513fb16a4bed618_images.jpg
8354,16669,23695,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Proline Men Purple Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/4d9b5cba3200fdcad36ab7fb995626dd_images.jpg
8355,16670,31350,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Locomotive Men Washed Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/3a0f66fa50ba91d8a9351aadada1ce54_images.jpg
8356,16671,48398,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,French Connection Men Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/7177884450a6905aa949704d8350fdb0_images.jpg
8357,16672,22575,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Highlander Men Check Red Shirt,http://assets.myntassets.com/v1/images/style/properties/b4f03ea4c0715f91fa2252f435e2ce71_images.jpg
8358,16673,7317,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,UCB Women Quarter Sleeve Round Neck Pink Top,http://assets.myntassets.com/v1/images/style/properties/8e01339840d16a6daeb8b3bebec02f77_images.jpg
8359,16677,13232,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Palm Tree Kids Boys Printed Orange Tshirts,http://assets.myntassets.com/v1/images/style/properties/6d39ae910b4d68a1ee77359294100835_images.jpg
8360,16678,27007,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,2012.0,Casual,Jealous 21 Women Dark Blue Jeggings,http://assets.myntassets.com/v1/images/style/properties/d7826d162909bf739fc2fb241e34e2e2_images.jpg
8361,16679,28873,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,BIBA Women Bohemian Green Kurta,http://assets.myntassets.com/v1/images/style/properties/dd0aacd2f96bf028c47a5a37fc33f74b_images.jpg
8362,16680,11565,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,W Women Printed Green Kurtas,http://assets.myntassets.com/v1/images/style/properties/abe15a9bb542c39abf78091f6dcaeae4_images.jpg
8363,16684,16324,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Peter England Men Printed Navy Blue TShirt,http://assets.myntassets.com/v1/images/style/properties/6969ced7b713cf1af1288b46f2373dd3_images.jpg
8364,16686,12784,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,Mother Earth Women Kalamkari Red Kurtas,http://assets.myntassets.com/v1/images/style/properties/900a8ca22d232a721693bba45f4d27f0_images.jpg
8365,16687,11101,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Indigo Nation Men Stripes Purple Shirts,http://assets.myntassets.com/v1/images/style/properties/6626b1ee96714fd30aa7dea4f9173474_images.jpg
8366,16692,40591,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aurelia Women Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/317745920252fcbed82389b1a1d10fd1_images.jpg
8367,16696,14641,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Probase Men Wide Check Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/43838a8358d6743a9b324004893f21b0_images.jpg
8368,16697,50703,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Latin Quarters Women Red & Black Top,http://assets.myntassets.com/v1/images/style/properties/2a387993051e6e1a91eeb0a6aac27380_images.jpg
8369,16699,6493,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,ADIDAS Men's Fresh Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/ed0b50bb15dc916a0080635ff481fa11_images.jpg
8370,16700,34246,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Proline Men Red T-shirt with Printed Detail,http://assets.myntassets.com/v1/images/style/properties/c21e0f08314e676946976ecc9685e144_images.jpg
8371,16703,22323,Men,Apparel,Topwear,Jackets,Red,Summer,2015.0,Casual,Wildcraft Men Solid Red Wind Cheater,http://assets.myntassets.com/v1/images/style/properties/9f6b72f16e1fcf5dff9a92da8701473f_images.jpg
8372,16706,13464,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Solid Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/388d6d479eb99574d0d5b89352845e39_images.jpg
8373,16710,51417,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/6f4acc6c8ac2cfc55ce0c7c38a4938ff_images.jpg
8374,16711,7787,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Proline Men Navy Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/460fb567a81f556adc1fe714ea302299_images.jpg
8375,16712,3327,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,KXIP Boys Fangear Polo Jersey,http://assets.myntassets.com/v1/images/style/properties/d19672cc05d7ec6d535c07630c081632_images.jpg
8376,16713,19398,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,ADIDAS Men Solid Blue Jersey,http://assets.myntassets.com/v1/images/style/properties/05c4b4b891834b0b7f798d4f8e624b44_images.jpg
8377,16714,12770,Women,Apparel,Topwear,Tops,Green,Fall,2011.0,Ethnic,Mother Earth Women Checks Green Shirts,http://assets.myntassets.com/v1/images/style/properties/2952f957f18972567891e783ddb137b1_images.jpg
8378,16719,40565,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,W Women Maroon Kurta,http://assets.myntassets.com/v1/images/style/properties/e56d1e83fe10f0b4f8c3001f7e61516a_images.jpg
8379,16721,32979,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Mr. Men Printed Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/4a663888d08442879bd21c832f165730_images.jpg
8380,16723,23205,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Blue Check Shirt,http://assets.myntassets.com/v1/images/style/properties/a4fb4ba8539f42c99050ba402ec76fb7_images.jpg
8381,16728,13490,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,ADIDAS Men Solid Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/138bde14f6cb349f63ed4fd4ddf48c59_images.jpg
8382,16729,12542,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Tantra Women Blue Printed T-shirt,http://assets.myntassets.com/v1/images/style/properties/98e1a72e6316c4b2736b8444e722eede_images.jpg
8383,16730,42232,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Sepia Women Blue Top,http://assets.myntassets.com/v1/images/style/properties/99703ef1b9f286d1fb30c2a2d2bd8db6_images.jpg
8384,16732,40101,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Sports,ADIDAS Men Navy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/0da6357a4ad24819fbc7f97d08de671d_images.jpg
8385,16734,21136,Women,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,s.Oliver Women Stripes Navy Blue Sweater,http://assets.myntassets.com/v1/images/style/properties/cb2dd251d72574dec180a773ce627c00_images.jpg
8386,16737,6003,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Highlander Men Blue White Plaid Checked Shirt,http://assets.myntassets.com/v1/images/style/properties/7d7cd730e5e204b3977d681e4ad15a21_images.jpg
8387,16738,12126,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Aurelia Women Solid Maroon Kurtas,http://assets.myntassets.com/v1/images/style/properties/42214f409b2698fd7a34224612b1a88f_images.jpg
8388,16740,3571,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,ADIDAS Women's Tank Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/e94cbd09b9a7f2724c5f7e06957be98a_images.jpg
8389,16742,29169,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Top,http://assets.myntassets.com/v1/images/style/properties/5e72abb82f66617398910b4df5e1cf27_images.jpg
8390,16743,22581,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Sports,Nike Women Solid Purple Sweatshirt,http://assets.myntassets.com/v1/images/style/properties/b3fbfc22198727a0edf9f9a41431fbce_images.jpg
8391,16744,6231,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Lee Men's Stallion Blue Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/9a2799febd2ae1e196d08ba634a61d3b_images.jpg
8392,16745,30878,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Fabindia Women Printed Pink Kurta,http://assets.myntassets.com/v1/images/style/properties/a13caca5adf85c228e64cac0272cb123_images.jpg
8393,16748,26121,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Check Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/2fe24e99d226281860f7f36e7a6f3404_images.jpg
8394,16750,10443,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Men Blue Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/57edf067de66d0b840f2bc9ec459e3ec_images.jpg
8395,16751,11591,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011.0,Ethnic,W Women Printed Blue Kurtas,http://assets.myntassets.com/v1/images/style/properties/8806af1f16aac3d5149e0994d78c62c6_images.jpg
8396,16752,34419,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Freedom Warior T-shirt,http://assets.myntassets.com/v1/images/style/properties/e803c22dcc328d8bd771af610008315b_images.jpg
8397,16754,50960,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Womens Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/a2b0f7fb5b3df45611741381461cc362_images.jpg
8398,16756,19701,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Striped Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/1d6fd30ad542e2f374f34bb057ce5055_images.jpg
8399,16758,5449,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Sports,Nike Men's Race Day T-shirt,http://assets.myntassets.com/v1/images/style/properties/3c40ae8c883271e9e1166236c771d03f_images.jpg
8400,16760,20019,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Check Green Shirt,http://assets.myntassets.com/v1/images/style/properties/77dd0befefbffe30322170e770bfd491_images.jpg
8401,16764,19533,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Men Solid Navy Blue Sweater,http://assets.myntassets.com/v1/images/style/properties/8a25249db124bde39dccb2bfb331262c_images.jpg
