brand,product_name,price,image_url,product_type,shade,color_hex,description,url,image_alt,source
MAC,Pro Longwear Paint Pot Cream Eyeshadow,28.0,https://media.ulta.com/i/ulta/2510826?w=400&$ProductCardNeutralBGLight$&fmt=auto,Eyeshadow,Light,#e1aab7,Beautiful pro longwear paint pot cream eyeshadow for a flawless finish,No URL,No alt text,all_makeup_products
Clinique,High Impact Shadow Play Eye Shadow + Definer,34.0,https://media.ulta.com/i/ulta/2619796?w=400&$ProductCardNeutralBGLight$&fmt=auto,Eyeshadow,Medium,#c19fe8,Beautiful high impact shadow play eye shadow + definer for a flawless finish,No URL,No alt text,all_makeup_products
MAC,Matte Eyeshadow,25.0,https://media.ulta.com/i/ulta/2510812?w=400&$ProductCardNeutralBGLight$&fmt=auto,Eyeshadow,Light,#bda639,Beautiful matte eyeshadow for a flawless finish,No URL,No alt text,all_makeup_products
e.l.f. Cosmetics,Fine As Fleck Glitter Eyeshadow,6.0,https://media.ulta.com/i/ulta/2632579?w=400&$ProductCardNeutralBGLight$&fmt=auto,Eyeshadow,Deep,#c28186,Beautiful fine as fleck glitter eyeshadow for a flawless finish,No URL,No alt text,all_makeup_products
about-face,Matte Fluid Eye Paint,16.0,https://media.ulta.com/i/ulta/2599833?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Medium,#78ebc8,Beautiful matte fluid eye paint for a flawless finish,No URL,No alt text,all_makeup_products
ColourPop,Super Shock Shadow,Price not available,https://media.ulta.com/i/ulta/2592760?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Light,#ee8532,Beautiful super shock shadow for a flawless finish,No URL,No alt text,all_makeup_products
Stila,Stila Deluxe Mini Stay All Day Waterproof Liquid Eye Liner,14.0,https://media.ulta.com/i/ulta/2535122?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Deep,#231658,Beautiful stila deluxe mini stay all day waterproof liquid eye liner for a flawless finish,No URL,No alt text,all_makeup_products
Stila,Stila Heaven's Hue Highlighter,34.0,https://media.ulta.com/i/ulta/2502803?w=400&$ProductCardNeutralBGLight$&fmt=auto,Highlighter,Rich,#e2feb3,Beautiful stila heaven's hue highlighter for a flawless finish,No URL,No alt text,all_makeup_products
Stila,Stila Calligraphy Lip Stain,25.0,https://media.ulta.com/i/ulta/2612109?w=400&$ProductCardNeutralBGLight$&fmt=auto,Lipstick,Deep,#7596f3,Beautiful stila calligraphy lip stain for a flawless finish,No URL,No alt text,all_makeup_products
Stila,Stila Shimmer & Glow Liquid Eye Shadow,25.0,https://media.ulta.com/i/ulta/2520421?w=400&$ProductCardNeutralBGLight$&fmt=auto,Eyeshadow,Deep,#c24f41,Beautiful stila shimmer & glow liquid eye shadow for a flawless finish,No URL,No alt text,all_makeup_products
Stila,Stila Travel Size One Step Correct Brightening & Correcting Primer,22.0,https://media.ulta.com/i/ulta/2513292?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Rich,#c8bcfa,Beautiful stila travel size one step correct brightening & correcting primer for a flawless finish,No URL,No alt text,all_makeup_products
Stila,Stila Convertible Color Lip & Cheek Cream Blush,25.0,https://media.ulta.com/i/ulta/2153898?w=400&$ProductCardNeutralBGLight$&fmt=auto,Lipstick,Medium,#b1df56,Beautiful stila convertible color lip & cheek cream blush for a flawless finish,No URL,No alt text,all_makeup_products
Stila,Stila Heaven's Dew All Over Glimmer,30.0,https://media.ulta.com/i/ulta/2603707?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Medium,#019835,Beautiful stila heaven's dew all over glimmer for a flawless finish,No URL,No alt text,all_makeup_products
Stila,Stila Stay All Day Liquid Lipstick Matte,24.0,https://media.ulta.com/i/ulta/2632937?w=400&$ProductCardNeutralBGLight$&fmt=auto,Lipstick,Medium,#74100e,Beautiful stila stay all day liquid lipstick matte for a flawless finish,No URL,No alt text,all_makeup_products
Stila,Stila Blush & Bronze Hydro-Blur Cheek Duo,32.0,https://media.ulta.com/i/ulta/2617460?w=400&$ProductCardNeutralBGLight$&fmt=auto,Blush,Light,#db693b,Beautiful stila blush & bronze hydro-blur cheek duo for a flawless finish,No URL,No alt text,all_makeup_products
Stila,Stila Glitter & Glow Liquid Eye Shadow,Price not available,https://media.ulta.com/i/ulta/2526185?w=400&$ProductCardNeutralBGLight$&fmt=auto,Eyeshadow,Deep,#84b863,Beautiful stila glitter & glow liquid eye shadow for a flawless finish,No URL,No alt text,all_makeup_products
Stila,Stila Heaven's Dew Gel Lip Oil,24.0,https://media.ulta.com/i/ulta/2632805?w=400&$ProductCardNeutralBGLight$&fmt=auto,Lipstick,Deep,#249e6b,Beautiful stila heaven's dew gel lip oil for a flawless finish,No URL,No alt text,all_makeup_products
Stila,Stila Stay All Day Waterproof Liquid Eye Liner,24.0,https://media.ulta.com/i/ulta/2215097?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Medium,#efadbc,Beautiful stila stay all day waterproof liquid eye liner for a flawless finish,No URL,No alt text,all_makeup_products
MAC,MACM·A·Cximal Silky Matte Lipstick,25.0,https://media.ulta.com/i/ulta/2635488?w=400&$ProductCardNeutralBGLight$&fmt=auto,Lipstick,Light,#96c5b5,Beautiful macm·a·cximal silky matte lipstick for a flawless finish,No URL,No alt text,all_makeup_products
MAC,MACMacstack Mascara Superstack,20.3,https://media.ulta.com/i/ulta/2592858?w=400&$ProductCardNeutralBGLight$&fmt=auto,Mascara,Medium,#264e93,Beautiful macmacstack mascara superstack for a flawless finish,No URL,No alt text,all_makeup_products
MAC,MACMini M·A·Cximal Silky Matte Lipstick,16.0,https://media.ulta.com/i/ulta/2624230?w=400&$ProductCardNeutralBGLight$&fmt=auto,Lipstick,Light,#e02e8e,Beautiful macmini m·a·cximal silky matte lipstick for a flawless finish,No URL,No alt text,all_makeup_products
MAC,MACLipglass High Shine Lip Gloss,24.0,https://media.ulta.com/i/ulta/2510564?w=400&$ProductCardNeutralBGLight$&fmt=auto,Lipstick,Deep,#86fd5e,Beautiful maclipglass high shine lip gloss for a flawless finish,No URL,No alt text,all_makeup_products
MAC,MACGlow Play Cushiony Blush,34.0,https://media.ulta.com/i/ulta/2626266?w=400&$ProductCardNeutralBGLight$&fmt=auto,Blush,Deep,#4caed7,Beautiful macglow play cushiony blush for a flawless finish,No URL,No alt text,all_makeup_products
MAC,MACLip Liner Pencil,25.0,https://media.ulta.com/i/ulta/2510600?w=400&$ProductCardNeutralBGLight$&fmt=auto,Lipstick,Deep,#f31830,Beautiful maclip liner pencil for a flawless finish,No URL,No alt text,all_makeup_products
MAC,MACStudio Fix Powder Plus Foundation Makeup,44.0,https://media.ulta.com/i/ulta/2510752?w=400&$ProductCardNeutralBGLight$&fmt=auto,Foundation,Light,#8f8736,Beautiful macstudio fix powder plus foundation makeup for a flawless finish,No URL,No alt text,all_makeup_products
MAC,MACMineralize Skinfinish Natural Face Powder,44.0,https://media.ulta.com/i/ulta/2511605?w=400&$ProductCardNeutralBGLight$&fmt=auto,Powder,Light,#c48059,Beautiful macmineralize skinfinish natural face powder for a flawless finish,No URL,No alt text,all_makeup_products
MAC,MACMineralize Powder Blush,34.0,https://media.ulta.com/i/ulta/2525804?w=400&$ProductCardNeutralBGLight$&fmt=auto,Blush,Medium,#9c7708,Beautiful macmineralize powder blush for a flawless finish,No URL,No alt text,all_makeup_products
MAC,MACPrep + Prime Fix+ Primer and Setting Spray,34.0,https://media.ulta.com/i/ulta/2510684?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Rich,#bbcaf5,Beautiful macprep + prime fix+ primer and setting spray for a flawless finish,No URL,No alt text,all_makeup_products
MAC,MACPro Longwear Paint Pot Cream Eyeshadow,28.0,https://media.ulta.com/i/ulta/2510826?w=400&$ProductCardNeutralBGLight$&fmt=auto,Eyeshadow,Medium,#8c955c,Beautiful macpro longwear paint pot cream eyeshadow for a flawless finish,No URL,No alt text,all_makeup_products
MAC,MACStudio Fix Fluid SPF15 24HR Matte Foundation + Oil Control,39.0,https://media.ulta.com/i/ulta/2622203?w=400&$ProductCardNeutralBGLight$&fmt=auto,Foundation,Medium,#6d0d57,Beautiful macstudio fix fluid spf15 24hr matte foundation + oil control for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR 4-in-1 Pressed Mineral Makeup Broad Spectrum SPF 15,32.0,https://media.ulta.com/i/ulta/2236104?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Deep,#83b3e6,Beautiful pür 4-in-1 pressed mineral makeup broad spectrum spf 15 for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR 4-in-1 Tinted Moisturizer Broad Spectrum SPF 20,36.0,https://media.ulta.com/i/ulta/2561770?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Light,#4fc874,Beautiful pür 4-in-1 tinted moisturizer broad spectrum spf 20 for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR 4-in-1 Sculpting Brightening Concealer,24.0,https://media.ulta.com/i/ulta/2576925?w=400&$ProductCardNeutralBGLight$&fmt=auto,Concealer,Light,#bf449c,Beautiful pür 4-in-1 sculpting brightening concealer for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR 4-in-1 Correcting Primer Energize & Rescue,34.0,https://media.ulta.com/i/ulta/2525975?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Medium,#67c89e,Beautiful pür 4-in-1 correcting primer energize & rescue for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR 4-in-1 Correcting Primer Dark Spot Corrector,34.0,https://media.ulta.com/i/ulta/2531216?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Light,#0edc73,Beautiful pür 4-in-1 correcting primer dark spot corrector for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR Fully Charged Mascara Primer Powered by Magnetic Technology,15.4,https://media.ulta.com/i/ulta/2523941?w=400&$ProductCardNeutralBGLight$&fmt=auto,Mascara,Deep,#a0b8cf,Beautiful pür fully charged mascara primer powered by magnetic technology for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR 4-in-1 Loose Blurring Setting Powder,28.0,https://media.ulta.com/i/ulta/2576922?w=400&$ProductCardNeutralBGLight$&fmt=auto,Powder,Deep,#9f1be5,Beautiful pür 4-in-1 loose blurring setting powder for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR On Point Eyeshadow Palette,24.0,https://media.ulta.com/i/ulta/2598320?w=400&$ProductCardNeutralBGLight$&fmt=auto,Eyeshadow,Medium,#cf94ff,Beautiful pür on point eyeshadow palette for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR Big Look Extreme Mascara with Argan Oil,16.8,https://media.ulta.com/i/ulta/2248933?w=400&$ProductCardNeutralBGLight$&fmt=auto,Mascara,Light,#6dc1a7,Beautiful pür big look extreme mascara with argan oil for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR Silky Tint Creamy Multitasking Stick,26.0,https://media.ulta.com/i/ulta/2620460?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Deep,#d3ff42,Beautiful pür silky tint creamy multitasking stick for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR Lit Mist Illuminating Setting Spray,26.0,https://media.ulta.com/i/ulta/2606407?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Medium,#e6e138,Beautiful pür lit mist illuminating setting spray for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR Skin Perfecting Powder Mineral Glow,26.0,https://media.ulta.com/i/ulta/2531401?w=400&$ProductCardNeutralBGLight$&fmt=auto,Powder,Rich,#768bf4,Beautiful pür skin perfecting powder mineral glow for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR Bio Charged Plant-Powered Volumizing Mascara,18.2,https://media.ulta.com/i/ulta/2626383?w=400&$ProductCardNeutralBGLight$&fmt=auto,Mascara,Rich,#7a5015,Beautiful pür bio charged plant-powered volumizing mascara for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR Skin Perfecting Powder Blushing Act Matte Blush,26.0,https://media.ulta.com/i/ulta/2560675?w=400&$ProductCardNeutralBGLight$&fmt=auto,Blush,Deep,#bbad18,Beautiful pür skin perfecting powder blushing act matte blush for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR 4-in-1 Correcting Primer Anti Blemish & Mattify,34.0,https://media.ulta.com/i/ulta/2550942?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Light,#cda0ef,Beautiful pür 4-in-1 correcting primer anti blemish & mattify for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR On Point Eyeliner Pencil,20.0,https://media.ulta.com/i/ulta/2626382?w=400&$ProductCardNeutralBGLight$&fmt=auto,Eyeliner,Light,#909804,Beautiful pür on point eyeliner pencil for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR Liquid Chisel Brush,22.0,https://media.ulta.com/i/ulta/2248947?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Light,#67f2f4,Beautiful pür liquid chisel brush for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR 4-in-1 Foundation Stick Cream-to-Velvet Matte Foundation,34.0,https://media.ulta.com/i/ulta/2526106?w=400&$ProductCardNeutralBGLight$&fmt=auto,Foundation,Medium,#fa1ab8,Beautiful pür 4-in-1 foundation stick cream-to-velvet matte foundation for a flawless finish,No URL,No alt text,all_makeup_products
PÜR,PÜR 4-in-1 Correcting Primer Redness Reducer,34.0,https://media.ulta.com/i/ulta/2531397?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Light,#e7ed1d,Beautiful pür 4-in-1 correcting primer redness reducer for a flawless finish,No URL,No alt text,all_makeup_products
Smashbox,Halo Sculpt + Glow Face Palette With Vitamin E,45.0,https://media.ulta.com/i/ulta/2618546?w=1080&h=1080&fmt=auto,Makeup,Medium,#66a667,Beautiful halo sculpt + glow face palette with vitamin e for a flawless finish,No URL,No alt text,all_makeup_products
Smashbox,Smashbox X BECCA Under Eye Brightening Corrector,33.0,https://media.ulta.com/i/ulta/2587128?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Deep,#1d067c,Beautiful smashbox x becca under eye brightening corrector for a flawless finish,No URL,No alt text,all_makeup_products
Smashbox,The Original Photo Finish Smooth & Blur Oil-Free Primer,Price not available,https://media.ulta.com/i/ulta/2233964?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Deep,#d9826d,Beautiful the original photo finish smooth & blur oil-free primer for a flawless finish,No URL,No alt text,all_makeup_products
Tarte,Maneater Mascara,Price not available,https://media.ulta.com/i/ulta/2501249?w=400&$ProductCardNeutralBGLight$&fmt=auto,Mascara,Rich,#1dc4c5,Beautiful maneater mascara for a flawless finish,No URL,No alt text,all_makeup_products
Juvia's Place,Bronzed Duo,22.0,https://media.ulta.com/i/ulta/2583492?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Light,#cc2db9,Beautiful bronzed duo for a flawless finish,No URL,No alt text,all_makeup_products
Too Faced,Chocolate Soleil Matte Bronzer,38.0,https://media.ulta.com/i/ulta/2526209?w=400&$ProductCardNeutralBGLight$&fmt=auto,Bronzer,Light,#13226d,Beautiful chocolate soleil matte bronzer for a flawless finish,No URL,No alt text,all_makeup_products
Charlotte Tilbury,Hollywood Contour Wand,42.0,https://media.ulta.com/i/ulta/2619435?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Medium,#798d48,Beautiful hollywood contour wand for a flawless finish,No URL,No alt text,all_makeup_products
NATASHA DENONA,Hy-Blush,42.0,https://media.ulta.com/i/ulta/2635131?w=400&$ProductCardNeutralBGLight$&fmt=auto,Blush,Rich,#d9b0c4,Beautiful hy-blush for a flawless finish,No URL,No alt text,all_makeup_products
Juvia's Place,Blushed Liquid Blushlighter,18.0,https://media.ulta.com/i/ulta/2618635?w=400&$ProductCardNeutralBGLight$&fmt=auto,Blush,Deep,#b53ffc,Beautiful blushed liquid blushlighter for a flawless finish,No URL,No alt text,all_makeup_products
Smashbox,Travel Size The Original Photo Finish Smooth & Blur Oil-Free Primer,16.0,https://media.ulta.com/i/ulta/2588001?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Rich,#8692d8,Beautiful travel size the original photo finish smooth & blur oil-free primer for a flawless finish,No URL,No alt text,all_makeup_products
Benefit Cosmetics,Value Size Liquid Lip Blush & Cheek Tint,35.0,https://media.ulta.com/i/ulta/2620380?w=400&$ProductCardNeutralBGLight$&fmt=auto,Lipstick,Light,#b4c20d,Beautiful value size liquid lip blush & cheek tint for a flawless finish,No URL,No alt text,all_makeup_products
Too Faced,Sun Bunny Natural Bronzer,38.0,https://media.ulta.com/i/ulta/2526210?w=400&$ProductCardNeutralBGLight$&fmt=auto,Bronzer,Rich,#888761,Beautiful sun bunny natural bronzer for a flawless finish,No URL,No alt text,all_makeup_products
KVD Beauty,KVD Beauty Shade + Light Refillable Face Contour Palette,52.5,https://media.ulta.com/i/ulta/2570675?w=1080&h=1080&fmt=auto,Makeup,Rich,#50ab86,Beautiful kvd beauty shade + light refillable face contour palette for a flawless finish,No URL,No alt text,all_makeup_products
Lancôme,Lancôme Teint Idole Ultra Wear Care and Glow Foundation,53.0,https://media.ulta.com/i/ulta/2598636?w=400&$ProductCardNeutralBGLight$&fmt=auto,Foundation,Medium,#2ae5df,Beautiful lancôme teint idole ultra wear care and glow foundation for a flawless finish,No URL,No alt text,all_makeup_products
KVD Beauty,KVD Beauty Tattoo Pencil Liner Waterproof Long-Wear Gel Eyeliner,23.0,https://media.ulta.com/i/ulta/2596267?w=400&$ProductCardNeutralBGLight$&fmt=auto,Eyeliner,Light,#4775be,Beautiful kvd beauty tattoo pencil liner waterproof long-wear gel eyeliner for a flawless finish,No URL,No alt text,all_makeup_products
KVD Beauty,KVD Beauty Good Apple Skin-Perfecting Hydrating Foundation Balm,42.5,https://media.ulta.com/i/ulta/2577085?w=400&$ProductCardNeutralBGLight$&fmt=auto,Foundation,Deep,#e76dd7,Beautiful kvd beauty good apple skin-perfecting hydrating foundation balm for a flawless finish,No URL,No alt text,all_makeup_products
Urban Decay Cosmetics,Urban Decay Cosmetics 24/7 Glide-On Waterproof Eyeliner Pencil,23.0,https://media.ulta.com/i/ulta/2240454?w=400&$ProductCardNeutralBGLight$&fmt=auto,Eyeliner,Rich,#67008f,Beautiful urban decay cosmetics 24/7 glide-on waterproof eyeliner pencil for a flawless finish,No URL,No alt text,all_makeup_products
Pixi,Pixi Rose Oil Blend Nourishing Face Oil,24.0,https://media.ulta.com/i/ulta/2562276?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Rich,#a8d0bd,Beautiful pixi rose oil blend nourishing face oil for a flawless finish,No URL,No alt text,all_makeup_products
Hero Cosmetics,Hero Cosmetics Mighty Patch Original Acne Pimple Patches,Price not available,https://media.ulta.com/i/ulta/2591987?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Light,#65caf4,Beautiful hero cosmetics mighty patch original acne pimple patches for a flawless finish,No URL,No alt text,all_makeup_products
Bubble,Bubble Rise and Shine Brightening Kit,34.0,https://media.ulta.com/i/ulta/2620080?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Light,#8cdc72,Beautiful bubble rise and shine brightening kit for a flawless finish,No URL,No alt text,all_makeup_products
La Roche-Posay,La Roche-Posay Toleriane Double Repair Face Moisturizer with Niacinamide,24.99,https://media.ulta.com/i/ulta/2509730?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Deep,#1c507d,Beautiful la roche-posay toleriane double repair face moisturizer with niacinamide for a flawless finish,No URL,No alt text,all_makeup_products
The Ordinary,The Ordinary Hyaluronic Acid 2% + B5 Hydrating Serum with Ceramides,Price not available,https://media.ulta.com/i/ulta/2618749?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Light,#ee9fb0,Beautiful the ordinary hyaluronic acid 2% + b5 hydrating serum with ceramides for a flawless finish,No URL,No alt text,all_makeup_products
Clinique,Clinique Moisture Surge 100H Auto-Replenishing Hydrator Gel Moisturizer with Hyaluronic Acid,Price not available,https://media.ulta.com/i/ulta/2576545?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Rich,#d974f2,Beautiful clinique moisture surge 100h auto-replenishing hydrator gel moisturizer with hyaluronic acid for a flawless finish,No URL,No alt text,all_makeup_products
Bubble,Bubble Super Cuties Trial Kit,30.0,https://media.ulta.com/i/ulta/2636991?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Light,#8d961f,Beautiful bubble super cuties trial kit for a flawless finish,No URL,No alt text,all_makeup_products
Pixi,Pixi +HYDRA LipTreat Tinted Lip Balm,8.0,https://media.ulta.com/i/ulta/2625619?w=400&$ProductCardNeutralBGLight$&fmt=auto,Lipstick,Rich,#4bbd0f,Beautiful pixi +hydra liptreat tinted lip balm for a flawless finish,No URL,No alt text,all_makeup_products
Pixi,Pixi DetoxifEYE Depuffing Eye Patches with Caffeine and Cucumber,24.0,https://media.ulta.com/i/ulta/2562265?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Rich,#38ff58,Beautiful pixi detoxifeye depuffing eye patches with caffeine and cucumber for a flawless finish,No URL,No alt text,all_makeup_products
BYOMA,BYOMA Sensitive Retinol Oil,18.99,https://media.ulta.com/i/ulta/2620411?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Rich,#5743f3,Beautiful byoma sensitive retinol oil for a flawless finish,No URL,No alt text,all_makeup_products
FARMACY,FARMACY Honey Grail Ultra-Hydrating Face Oil,52.0,https://media.ulta.com/i/ulta/2635158?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Rich,#ce791e,Beautiful farmacy honey grail ultra-hydrating face oil for a flawless finish,No URL,No alt text,all_makeup_products
Drunk Elephant,Drunk Elephant Virgin Marula Luxury Facial Oil,Price not available,https://media.ulta.com/i/ulta/2588442?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Medium,#cbe152,Beautiful drunk elephant virgin marula luxury facial oil for a flawless finish,No URL,No alt text,all_makeup_products
The Ordinary,The Ordinary 100% Cold Pressed Virgin Marula Oil,11.4,https://media.ulta.com/i/ulta/2551160?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Deep,#a2dad6,Beautiful the ordinary 100% cold pressed virgin marula oil for a flawless finish,No URL,No alt text,all_makeup_products
Bio-Oil,Bio-Oil Skincare Oil for Scars and Stretch Marks,Price not available,https://media.ulta.com/i/ulta/2255970?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Deep,#f52e8c,Beautiful bio-oil skincare oil for scars and stretch marks for a flawless finish,No URL,No alt text,all_makeup_products
Bubble,Bubble Float On Soothing Facial Oil,19.0,https://media.ulta.com/i/ulta/2600867?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Medium,#bfd499,Beautiful bubble float on soothing facial oil for a flawless finish,No URL,No alt text,all_makeup_products
Good Molecules,Good Molecules Squalane Oil,8.0,https://media.ulta.com/i/ulta/2583063?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Deep,#b13781,Beautiful good molecules squalane oil for a flawless finish,No URL,No alt text,all_makeup_products
Good Molecules,Good Molecules Pure Cold-Pressed Rosehip Seed Oil,10.0,https://media.ulta.com/i/ulta/2583061?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Rich,#69eaf2,Beautiful good molecules pure cold-pressed rosehip seed oil for a flawless finish,No URL,No alt text,all_makeup_products
DERMA E,DERMA E Vitamin C Brightening Glow Face Oil,22.0,https://media.ulta.com/i/ulta/2586056?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Deep,#97d0fe,Beautiful derma e vitamin c brightening glow face oil for a flawless finish,No URL,No alt text,all_makeup_products
Beekman 1802,Beekman 1802 Oh! Mega Milk Fermented Barrier Boosting Facial Oil,54.0,https://media.ulta.com/i/ulta/2606960?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Deep,#50c002,Beautiful beekman 1802 oh! mega milk fermented barrier boosting facial oil for a flawless finish,No URL,No alt text,all_makeup_products
ANUA,ANUA Heartleaf Pore Control Cleansing Oil,20.0,https://media.ulta.com/i/ulta/2634188?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Deep,#98b677,Beautiful anua heartleaf pore control cleansing oil for a flawless finish,No URL,No alt text,all_makeup_products
Pixi,Pixi CheekTone and Lip Tone pH Duo Set,22.0,https://media.ulta.com/i/ulta/2636144?w=400&$ProductCardNeutralBGLight$&fmt=auto,Lipstick,Light,#76e191,Beautiful pixi cheektone and lip tone ph duo set for a flawless finish,No URL,No alt text,all_makeup_products
ANUA,ANUA Travel Size Heartleaf Pore Control Cleansing Oil,9.99,https://media.ulta.com/i/ulta/2635547?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Medium,#35bb27,Beautiful anua travel size heartleaf pore control cleansing oil for a flawless finish,No URL,No alt text,all_makeup_products
Revlon,Revlon SkinLights Face Glow Illuminator,14.49,https://media.ulta.com/i/ulta/2557929?w=1080&h=1080&fmt=auto,Makeup,Deep,#6c07ba,Beautiful revlon skinlights face glow illuminator for a flawless finish,No URL,No alt text,all_makeup_products
BOBBI BROWN,BOBBI BROWN Long-Wear Waterproof Cream Eyeshadow Stick,34.0,https://media.ulta.com/i/ulta/2583633?w=400&$ProductCardNeutralBGLight$&fmt=auto,Eyeshadow,Deep,#cc2f11,Beautiful bobbi brown long-wear waterproof cream eyeshadow stick for a flawless finish,No URL,No alt text,all_makeup_products
Revlon,Revlon Super Lustrous Lipstick,10.49,https://media.ulta.com/i/ulta/1743029?w=400&$ProductCardNeutralBGLight$&fmt=auto,Lipstick,Medium,#da308c,Beautiful revlon super lustrous lipstick for a flawless finish,No URL,No alt text,all_makeup_products
Grande Cosmetics,Grande Cosmetics Travel Size GrandeLASH-MD Lash Enhancing Serum,36.0,https://media.ulta.com/i/ulta/2561653?w=400&$ProductCardNeutralBGLight$&fmt=auto,Mascara,Deep,#bba5a2,Beautiful grande cosmetics travel size grandelash-md lash enhancing serum for a flawless finish,No URL,No alt text,all_makeup_products
Revlon,Revlon Super Lustrous Glimmer Gloss,10.49,https://media.ulta.com/i/ulta/2634286?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Medium,#b1f552,Beautiful revlon super lustrous glimmer gloss for a flawless finish,No URL,No alt text,all_makeup_products
Benefit Cosmetics,Benefit Cosmetics Mighty Fine Brow Pen,28.0,https://media.ulta.com/i/ulta/2632392?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Medium,#3f352d,Beautiful benefit cosmetics mighty fine brow pen for a flawless finish,No URL,No alt text,all_makeup_products
Clinique,Clinique True Highlight Weightless Illuminator Highlighter,44.0,https://media.ulta.com/i/ulta/2634955?w=400&$ProductCardNeutralBGLight$&fmt=auto,Highlighter,Medium,#0e5710,Beautiful clinique true highlight weightless illuminator highlighter for a flawless finish,No URL,No alt text,all_makeup_products
MAC,MAC Extra Dimension Skinfinish Highlighter,43.0,https://media.ulta.com/i/ulta/2510736?w=400&$ProductCardNeutralBGLight$&fmt=auto,Highlighter,Rich,#99ec8f,Beautiful mac extra dimension skinfinish highlighter for a flawless finish,No URL,No alt text,all_makeup_products
CHANEL,CHANEL BAUME ESSENTIEL Multi-Use Glow Stick,48.0,https://media.ulta.com/i/ulta/2542583?w=400&$ProductCardNeutralBGLight$&fmt=auto,Makeup,Light,#b1b01a,Beautiful chanel baume essentiel multi-use glow stick for a flawless finish,No URL,No alt text,all_makeup_products
